1	6
7	7
-6	-1
-4	0
4	-10
4	9
-10	9
-9	1
-10	8
9	0
-4	10
-8	-5
-7	5
8	-8
8	6
-10	-6
-6	2
3	-10
2	3
-1	9
9	6
4	-6
-7	10
5	-6
1	2
-7	9
2	8
6	6
1	0
-1	5
-4	2
9	5
8	-10
5	-6
-8	-7
5	7
3	5
-8	3
3	-1
9	-5
-9	-3
-10	-5
-6	-8
-8	-9
6	-5
-9	3
6	9
-6	9
-10	-10
-7	-5
0	-10
-3	2
3	-10
-1	5
-7	-8
-10	-7
3	8
10	6
9	1
-5	2
8	4
8	-6
-3	0
5	-6
-3	-10
10	2
3	8
-10	-9
-7	2
4	2
9	-2
8	5
3	0
-3	-6
-10	-5
-8	6
-1	-4
4	2
-6	7
-10	7
8	7
6	-10
-8	-3
5	10
-9	-1
-4	3
-5	0
-5	3
-8	-3
-5	-5
-7	1
10	-7
-1	-6
4	7
-7	-6
10	6
9	-7
9	1
1	3
2	-2
