-5	-6
-7	1
7	-6
10	-9
4	-4
-10	9
9	-6
7	-2
-3	-7
-6	-1
-8	-1
0	-8
-8	4
6	-5
-3	2
-7	6
5	7
7	-3
4	10
-3	4
7	-7
-9	-10
-3	-5
-1	4
1	10
8	-4
-7	2
7	-2
-3	7
-2	9
10	7
-2	-6
-2	2
1	3
-2	6
6	-5
7	0
-4	-7
0	1
-7	0
0	2
-5	-2
-5	-3
1	-4
-1	9
-8	-2
-6	5
-3	9
8	-1
-8	9
-5	-2
7	0
-1	0
-4	-4
-6	4
-3	-3
7	6
-10	2
-6	-7
8	6
3	7
3	-5
9	-7
-3	6
-7	7
-6	2
9	-10
10	4
-1	10
0	10
-5	0
-6	3
-7	-6
8	10
9	8
-6	4
-9	5
-5	6
1	-4
-4	9
-6	1
2	7
7	1
-1	-4
8	10
0	0
2	-3
-6	1
-10	1
-5	4
5	5
2	4
-10	0
-1	-10
0	-7
10	10
-4	-1
-2	7
-3	0
2	-5
